,id,label,top_pred,0,1,2,3,4,correct,certain,misclassified,undecided
0,real_00339.png,no_diffraction,2,2.644935470641485e-08,0.00013415417924989015,0.9998419284820557,2.3843229428166524e-05,1.0849530163170584e-09,0,0,1,0
1,real_00223.png,no_diffraction,2,1.5418568182212766e-06,0.0006557505112141371,0.9987680315971375,0.0005744309746660292,1.0696555818867637e-07,0,0,1,0
2,real_00378.png,no_diffraction,2,8.964665815236472e-11,4.6467711456443794e-08,0.9999961853027344,3.826688498520525e-06,2.4252587785267288e-12,0,0,1,0
3,real_00306.png,no_diffraction,2,1.510379460389899e-10,7.740987371107622e-07,0.9999953508377075,3.946952801925363e-06,4.040693994677991e-12,0,0,1,0
4,real_00270.png,no_diffraction,2,0.00026963907293975353,0.006951451301574707,0.9861140847206116,0.006631833966821432,3.2983774872263893e-05,0,0,1,0
5,real_00173.png,no_diffraction,2,1.0053763332962262e-07,2.5027648007380776e-05,0.9999104738235474,6.439709977712482e-05,2.035183355175718e-09,0,0,1,0
6,real_00371.png,no_diffraction,2,3.745598746718315e-07,9.00723971426487e-05,0.9996289014816284,0.000280606938758865,2.7066683117027424e-08,0,0,1,0
7,real_00075.png,no_diffraction,2,1.5228273753109534e-07,2.128042615368031e-05,0.9999256134033203,5.295240771374665e-05,1.5638434991416261e-09,0,0,1,0
8,real_00441.png,no_diffraction,2,0.0036150410305708647,0.24740339815616608,0.6391615867614746,0.10544632375240326,0.004373596981167793,0,0,1,0
9,real_00403.png,no_diffraction,2,4.7367120714625344e-07,0.00038925197441130877,0.998257577419281,0.0013524990063160658,2.2210771533082152e-07,0,0,1,0
10,real_00302.png,no_diffraction,2,7.094958220932313e-08,2.8448348530218937e-06,0.9998643398284912,0.00013280972780194134,1.3333161241746438e-09,0,0,1,0
11,real_00347.png,no_diffraction,2,6.199546623975039e-05,0.0024635554291307926,0.9949236512184143,0.0025469178799539804,3.918992206308758e-06,0,0,1,0
12,real_00391.png,no_diffraction,2,5.0568287406349555e-05,0.0874207615852356,0.910228431224823,0.0022896835580468178,1.0575889973551966e-05,0,0,1,0
13,real_00327.png,no_diffraction,2,8.025175702641718e-06,0.010909706354141235,0.9872063398361206,0.0018737921491265297,2.2576759874937125e-06,0,0,1,0
14,real_00019.png,no_diffraction,2,9.225245634070234e-08,1.685727693256922e-05,0.9992080330848694,0.0007750861113891006,2.170258106559686e-08,0,0,1,0
15,real_00366.png,no_diffraction,2,3.879552235019901e-09,6.529171514557675e-07,0.9999904632568359,8.879008419171441e-06,2.661915653179303e-11,0,0,1,0
16,real_00322.png,no_diffraction,2,6.750327656845911e-07,0.0004937343182973564,0.9993956089019775,0.00010999726509908214,2.0032571157457824e-08,0,0,1,0
17,real_00285.png,no_diffraction,2,1.768111019373464e-06,0.00031995814060792327,0.9976776242256165,0.0020002201199531555,4.5393736058940704e-07,0,0,1,0
18,real_00361.png,no_diffraction,2,1.134366902988404e-05,0.0009638468618504703,0.9947035908699036,0.004319091327488422,2.0791014776477823e-06,0,0,1,0
19,real_00247.png,no_diffraction,2,0.0005100542912259698,0.3404356837272644,0.6459338068962097,0.012782840989530087,0.00033761028316803277,0,0,1,0
20,real_00096.png,no_diffraction,2,1.0210204891336616e-05,0.0020136672537773848,0.9968680739402771,0.001106990035623312,1.0224699735772447e-06,0,0,1,0
21,real_00465.png,no_diffraction,2,4.181629620347849e-08,0.001363114221021533,0.9985296726226807,0.00010709572961786762,6.786662343216676e-09,0,0,1,0
22,real_00400.png,no_diffraction,2,4.783578333444893e-06,0.0018500947626307607,0.9956575632095337,0.0024865646846592426,1.007917603601527e-06,0,0,1,0
23,real_00481.png,no_diffraction,2,5.644734812904062e-08,6.231600127648562e-05,0.9998542070388794,8.348590199602768e-05,2.7398794344435373e-09,0,0,1,0
24,real_00317.png,no_diffraction,2,2.7660956902764156e-07,5.161393346497789e-05,0.9998822212219238,6.592607678612694e-05,5.129193514363806e-09,0,0,1,0
25,real_00344.png,no_diffraction,2,1.0142897366449688e-07,5.556850737775676e-05,0.9997687935829163,0.00017551456403452903,5.562193816643912e-09,0,0,1,0
26,real_00354.png,no_diffraction,2,5.425271410786081e-06,0.0008450621389783919,0.9968658089637756,0.0022827167995274067,1.0010793403125717e-06,0,0,1,0
27,real_00275.png,no_diffraction,2,1.3553652024711482e-05,0.13754691183567047,0.8612273931503296,0.001209501177072525,2.6358554805483436e-06,0,0,1,0
28,real_00185.png,no_diffraction,2,1.2550276551337447e-06,0.0004227923636790365,0.998923122882843,0.0006526695797219872,1.393798356730258e-07,0,0,1,0
29,real_00477.png,no_diffraction,2,7.04499996118102e-07,0.0002776809851638973,0.9994733929634094,0.0002482506970409304,4.474511783314483e-08,0,0,1,0
30,real_00246.png,no_diffraction,2,4.7262270527426153e-05,0.018596380949020386,0.9762060642242432,0.005140225403010845,1.008065100904787e-05,0,0,1,0
31,real_00137.png,no_diffraction,2,5.774053715867922e-05,0.00789429247379303,0.9882864356040955,0.00375016569159925,1.1329574590490665e-05,0,0,1,0
32,real_00294.png,no_diffraction,2,5.429856742011907e-07,9.055386908585206e-05,0.999778687953949,0.00013031317212153226,1.7463188228816762e-08,0,0,1,0
33,real_00152.png,no_diffraction,2,0.0004070117720402777,0.2477196753025055,0.7326226234436035,0.01896224170923233,0.00028845109045505524,0,0,1,0
34,real_00289.png,no_diffraction,2,2.2025639623279858e-07,3.876060145557858e-05,0.9996801614761353,0.00028090085834264755,1.587666353941586e-08,0,0,1,0
35,real_00283.png,no_diffraction,2,3.1794198207535374e-07,0.0031288329046219587,0.9965140223503113,0.00035688612842932343,3.972192530454777e-08,0,0,1,0
