,id,label,top_pred,0,1,2,3,4
0,fake_22967.png,weak,2,1.382877644860725e-12,2.6676572062456216e-08,0.9280858635902405,0.07191412895917892,2.678687827106785e-10
1,fake_17109.png,weak,2,1.6202209004224807e-16,1.1391680784442193e-12,1.0,1.7646432093343378e-09,3.11173171377808e-19
2,fake_23998.png,weak,2,1.4515370676260186e-11,1.1424293511197448e-08,0.9999899864196777,1.006965794658754e-05,9.976673350300946e-13
3,fake_21295.png,weak,2,3.472079702407248e-17,1.1188063279640725e-12,1.0,4.917286577921232e-10,1.0085212210445258e-20
4,fake_20206.png,weak,2,7.710509205942351e-13,1.1572318797670178e-10,0.9999997615814209,2.684146807041543e-07,1.825879891210894e-15
5,fake_13801.png,weak,2,3.5571771223041893e-12,1.1372030428447033e-07,0.9964101910591125,0.003589663654565811,1.3758535977181907e-10
6,fake_16019.png,weak,2,1.59067767638299e-12,2.3860375009121526e-08,0.9999309778213501,6.899031723150983e-05,9.3318516976304e-13
7,fake_16239.png,weak,2,1.0285048854252743e-11,4.033610423448408e-08,0.999833345413208,0.0001666406897129491,1.0200864458687064e-11
8,fake_24006.png,weak,2,5.641129785516341e-09,1.2667874216276687e-06,0.9999940395355225,4.595481641445076e-06,6.9323248530484e-11
9,fake_13945.png,weak,2,4.535414537963807e-14,6.185122414237298e-10,0.9999721050262451,2.787679295579437e-05,5.0814580543562596e-14
10,fake_18665.png,weak,2,2.0528407099207335e-11,6.596899737587592e-08,0.9999861717224121,1.3763498827756848e-05,1.2165178803549836e-12
11,fake_14507.png,weak,2,1.0207788087024383e-10,1.605496322554245e-07,0.9961167573928833,0.003883140627294779,7.66948504704601e-10
12,fake_13410.png,weak,2,2.79080882847893e-08,8.956137094173755e-07,0.9999816417694092,1.7462412870372646e-05,1.4009012005988808e-10
13,fake_24715.png,weak,2,8.898761384242189e-17,9.279844281244801e-14,1.0,3.7208376379993524e-09,1.2021211632019427e-19
14,fake_13541.png,weak,2,2.5804610004342976e-08,2.0797833713004366e-05,0.9844446182250977,0.015534563921391964,1.698190175147829e-07
15,fake_20870.png,weak,2,6.740809577188145e-10,1.380026759534303e-07,0.9993394017219543,0.0006605191738344729,2.591719894251554e-10
