,id,label,top_pred,0,1,2,3,4
0,real_00371.png,no_diffraction,1,5.282693109620595e-06,0.9619556069374084,0.037998560816049576,3.961778202210553e-05,1.0040074585049297e-06
1,real_00194.png,no_diffraction,1,8.805406832834706e-05,0.9022952318191528,0.09698311984539032,0.0006167502724565566,1.6818383301142603e-05
2,real_00450.png,no_diffraction,1,3.200213177478872e-05,0.9106784462928772,0.08903655409812927,0.00024739510263316333,5.501009582076222e-06
3,real_00419.png,no_diffraction,1,3.909500446752645e-05,0.9332510232925415,0.06646166741847992,0.0002421959361527115,6.0304732869553845e-06
4,real_00051.png,no_diffraction,1,3.543624552548863e-05,0.9234966039657593,0.07624324411153793,0.00021800212562084198,6.767126251361333e-06
5,real_00185.png,no_diffraction,1,2.4163853595382534e-05,0.9043442606925964,0.09543953090906143,0.00018897754489444196,3.0080016131250886e-06
6,real_00274.png,no_diffraction,1,1.0291372745996341e-05,0.9082933664321899,0.09159459173679352,0.00010032588033936918,1.355051153950626e-06
7,real_00321.png,no_diffraction,1,1.6134479665197432e-05,0.9410967230796814,0.05882617458701134,5.9847243392141536e-05,1.0665841045920388e-06
8,real_00283.png,no_diffraction,1,2.3568847609567456e-05,0.9163551926612854,0.08339209109544754,0.00022516088210977614,3.928088972315891e-06
9,real_00186.png,no_diffraction,1,3.5272019886178896e-05,0.9483351707458496,0.05143410339951515,0.00018621140043251216,9.285777196055278e-06
10,real_00198.png,no_diffraction,1,7.047972030704841e-05,0.9027243852615356,0.0968238040804863,0.00036661236663348973,1.4675602869829163e-05
11,real_00313.png,no_diffraction,1,6.37337943771854e-05,0.9430840611457825,0.056597333401441574,0.00024420712725259364,1.0654684047040064e-05
12,real_00115.png,diffraction,2,0.023495856672525406,0.009078270755708218,0.9491317868232727,0.018220799043774605,7.330992229981348e-05
